transaction_date,transaction_time,cash_type,card,money,coffee_name,
30-07-2024,16:09:44,card,ANON-0000-0000-0433,27.92,Americano with Milk,
30-07-2024,20:24:20,card,ANON-0000-0000-0434,18.12,Espresso,
30-07-2024,20:53:52,card,ANON-0000-0000-0097,27.92,Americano with Milk,
30-07-2024,20:54:46,card,ANON-0000-0000-0097,27.92,Americano with Milk,
30-07-2024,20:57:02,card,ANON-0000-0000-0347,27.92,Americano with Milk,
30-07-2024,21:33:19,card,ANON-0000-0000-0435,32.82,Latte,
30-07-2024,22:15:21,card,ANON-0000-0000-0436,23.02,Americano,
30-07-2024,22:16:19,card,ANON-0000-0000-0436,32.82,Cappuccino,
31-07-2024,07:59:52,card,ANON-0000-0000-0423,27.92,Americano with Milk,
31-07-2024,08:37:42,card,ANON-0000-0000-0437,27.92,Americano with Milk,
31-07-2024,08:38:38,card,ANON-0000-0000-0437,27.92,Americano with Milk,
31-07-2024,09:54:45,card,ANON-0000-0000-0388,23.02,Americano,
31-07-2024,09:55:45,card,ANON-0000-0000-0388,23.02,Americano,
31-07-2024,09:58:16,card,ANON-0000-0000-0276,27.92,Americano with Milk,
31-07-2024,13:11:43,card,ANON-0000-0000-0384,32.82,Cocoa,
31-07-2024,13:14:00,card,ANON-0000-0000-0384,32.82,Latte,
31-07-2024,13:24:49,card,ANON-0000-0000-0438,27.92,Americano with Milk,
31-07-2024,17:48:07,card,ANON-0000-0000-0439,23.02,Cortado,
31-07-2024,18:04:15,card,ANON-0000-0000-0440,32.82,Latte,
31-07-2024,19:22:39,card,ANON-0000-0000-0441,23.02,Cortado,
31-07-2024,19:28:45,card,ANON-0000-0000-0009,32.82,Latte,
31-07-2024,20:46:42,card,ANON-0000-0000-0442,32.82,Cocoa,
31-07-2024,20:50:07,card,ANON-0000-0000-0443,23.02,Cortado,
31-07-2024,20:51:10,card,ANON-0000-0000-0443,32.82,Latte,
31-07-2024,20:52:15,card,ANON-0000-0000-0153,32.82,Cappuccino,
31-07-2024,20:53:35,card,ANON-0000-0000-0443,23.02,Cortado,
31-07-2024,20:59:25,card,ANON-0000-0000-0040,27.92,Americano with Milk,
31-07-2024,21:26:26,card,ANON-0000-0000-0444,32.82,Latte,
31-07-2024,21:54:12,card,ANON-0000-0000-0445,32.82,Latte,
31-07-2024,21:55:17,card,ANON-0000-0000-0446,32.82,Latte,
